Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Response_target,Response_factual_pred
1951.0,1.0,1.0,40689.0,0.0,1.0,219.0,69.0,270.0,3.0,27.0,39.0,6.0,99.0,7.0,7.0,0.9999999999999998,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.852296,2.8927378e-05
1984.0,3.0,0.0,16269.0,1.0,0.0,378.0,75.0,19.0,3.0,18.0,3.0,1.0000000000000036,0.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.08230825,0.01921833
1978.0,1.0,0.0,41986.0,0.0,1.0,530.0,15.0,27.0,5.0,8.0,8.0,3.0,12.0,3.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.022850493,8.175135e-11
1964.0,1.0,0.0,18701.0,1.0,1.0,295.0,95.0,12.0,4.0,2.0,9.999999999999996,6.0,10.0,4.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.49276844,0.0024408137
1971.0,1.0,1.0,25720.999999999996,1.0,0.0,281.0,75.0,1.0,3.0,6.0,3.0,6.0,15.0,1.0,0.9999999999999996,0.9999999999999998,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.99178547,0.013720642
1965.0,1.0,0.0,59686.0,0.0,1.0,515.0,78.0,89.0,15.0,89.0,34.0,42.0,5.0,1.0,4.0,0.9999999999999998,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.96461093,2.0128622e-16
1986.0,2.0,1.0,42386.0,1.0,0.0,161.0,43.0,65.0,4.0,16.0,0.0,4.0,11.0,1.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06619603,0.08464797
1955.0,3.0,0.0,61284.0,0.0,0.0,417.0,76.0,618.0,15.0,106.0,20.0,7.0,45.0,1.0,11.0,2.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.014950042,0.031158278
1975.0,1.0,0.0,73170.0,0.0,0.0,634.0,1.0,184.0,174.0,256.0,50.0,30.0,32.0,1.0,5.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9991468,3.1407365e-06
1971.0,1.0,0.0,31632.0,0.0,0.0,331.0,92.0,17.0,8.0,12.0,11.0,14.999999999999998,32.0,1.0,2.0,0.9999999999999998,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.14201353,6.9926523e-06
1987.0,2.0,1.0,73395.0,0.0,0.0,563.0,94.0,272.0,7.0,80.0,20.0,7.0,11.0,1.0,4.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.85807896,1.8058643e-12
1980.0,1.0,1.0,37406.0,1.0,0.0,415.0,18.000000000000004,2.0,0.0,8.0,2.0,2.0,3.0,1.0,0.9999999999999996,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9845319,0.077947564
1956.0,2.0,1.0,34941.0,1.0,1.0,208.0,26.0,39.0,2.0,25.0,4.0,3.0,24.0,2.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.91765344,0.02585047
1992.0,1.0,1.0,34935.0,0.0,0.0,309.0,71.0,34.0,4.0,66.0,3.0,10.0,20.0,1.0,2.0,0.9999999999999998,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0011442844,0.029462742
1954.0,2.0,0.0,62637.0,0.0,1.0,548.0,76.0,103.99999999999997,12.0,48.0,4.0,12.000000000000002,5.0,1.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6617147,1.1648499e-14
1996.0,0.0,1.0,14421.0,0.0,0.0,538.0,81.0,0.0,0.0,2.0,3.0,3.0,8.0,1.0,0.9999999999999996,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.77301353,9.105168e-05
1965.0,3.0,0.0,57912.0,0.0,1.0,562.0,34.0,801.0,0.0,80.0,0.0,-3.552713678800501e-15,35.0,5.0,8.0,3.0,12.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.07909775,1.5237505e-08
1977.0,2.0,1.0,50353.0,0.0,0.0,641.0,72.0,141.0,15.0,153.0,67.0,31.0,35.0,1.0,4.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.81421036,4.686109e-09
1956.0,1.0,1.0,48195.0,1.0,1.0,511.0,53.0,106.0,27.0,68.0,52.0,7.0,5.0,6.0,4.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.31160492,7.615911e-05
1979.0,3.0,1.0,31605.0,1.0,0.0,110.0,15.0,74.0,0.0,42.0,2.0,1.0000000000000036,6.0,2.0,2.0,0.9999999999999998,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.11251412,0.068048716
1970.0,1.0,0.0,24163.000000000004,1.0,1.0,417.0,3.0,4.0,1.0,7.0,2.0,1.0000000000000036,2.0,2.0,0.9999999999999996,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.77661467,7.452421e-08
1979.0,1.0,1.0,63777.0,1.0,1.0,225.0,87.0,457.0,5.0,106.0,15.0,17.0,53.0,8.0,11.0,0.9999999999999998,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9299084,2.1139647e-06
1958.0,3.0,0.0,79761.0,0.0,1.0,410.0,32.0,415.0,5.0,124.0,15.0,35.0,11.0,1.0,5.0,2.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9950294,5.0469064e-13
1977.0,1.0,1.0,75330.0,1.0,1.0,63.0,94.0,555.0,82.0,257.0,93.0,61.0,61.0,4.0,10.0,3.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6682656,7.3048985e-05
1955.0,1.0,1.0,48726.0,0.0,1.0,257.0,90.0,138.0,3.0,38.0,4.0,-3.552713678800501e-15,59.0,3.0,3.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7076557,3.3965991e-06
1983.0,3.0,1.0,86580.0,0.0,0.0,201.0,72.0,532.0,21.0,127.0,26.0,20.0,20.0,0.0,4.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.017082257,1.5003486e-05
1954.0,1.0,1.0,32144.0,1.0,1.0,568.0,76.0,41.0,0.0,10.0,0.0,-3.552713678800501e-15,3.0,4.0,2.0,0.9999999999999998,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.96075106,0.00057985296
1955.0,2.0,0.0,46390.0,0.0,1.0,611.0,56.0,95.0,14.0,64.0,2.0,9.0,38.0,1.0,4.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.70739675,8.690908e-11
1989.0,1.0,1.0,28691.0,1.0,0.0,322.0,56.0,5.0,4.0,13.0,8.0,-3.552713678800501e-15,4.0,1.0,0.9999999999999996,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0023513897,0.021781227
1974.0,3.0,1.0,78128.0,0.0,1.0,540.0,89.0,934.0,24.0,230.0,16.0,24.0,36.0,2.0,8.0,4.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.4366532,5.8316782e-05
1953.0,1.0,0.0,40464.0,0.0,1.0,159.0,78.0,424.0,17.0,118.0,6.9999999999999964,23.0,41.0,6.0,8.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.009237917,3.3557728e-05
1975.0,1.0,0.0,56243.0,1.0,2.0,492.0,26.0,347.0,0.0,35.0,4.0,3.0,7.0,6.0,4.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06784244,1.8502316e-11
1963.0,3.0,1.0,66313.0,0.0,1.0,393.0,86.0,625.0,7.0,99.0,9.999999999999996,22.0,7.0,2.0,6.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9094085,1.957875e-15
1983.0,1.0,1.0,76630.0,0.0,0.0,506.0,93.0,255.0,31.0,446.0,40.0,56.0,175.0,1.0,3.0,10.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8620991,3.2531662e-14
1960.0,1.0,1.0,31454.0,1.0,1.0,324.0,40.0,28.0,0.0,11.0,0.0,-3.552713678800501e-15,9.0,3.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8786706,0.0030313565
1988.0,1.0,0.0,66951.0,0.0,0.0,437.0,46.0,277.0,162.0,305.0,173.0,76.0,124.0,1.0,3.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.22983019,1.2795096e-08
1972.0,2.0,1.0,75251.0,0.0,0.0,28.0,34.0,721.0,111.00000000000003,925.0,97.0,18.0,18.0,1.0,7.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6154835,0.016426235
1974.0,3.0,0.0,31560.0,1.0,0.0,312.0,98.0,62.0,1.0,20.0,4.0,-3.552713678800501e-15,7.0,2.0,2.0,0.9999999999999998,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.05004503,0.102310665
1970.0,2.0,0.0,44802.0,0.0,0.0,22.0,71.0,853.0,10.0,143.0,13.0,10.0,20.0,2.0,9.0,4.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0048524737,5.943973e-06
1984.0,1.0,0.0,52413.0,1.0,0.0,92.0,67.0,185.0,8.0,133.0,56.0,56.0,12.0,2.0,7.0,0.9999999999999998,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0904423,2.7335878e-05
1974.0,1.0,1.0,40049.0,0.0,1.0,117.0,61.0,91.00000000000003,65.0,52.000000000000014,9.999999999999996,44.0,28.0,3.0,3.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.93379694,2.508561e-07
1981.0,1.0,1.0,40211.0,1.0,1.0,347.0,30.0,51.0,1.0,7.0,2.0,1.0000000000000036,25.0,2.0,2.0,0.9999999999999998,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.5455319,0.18099287
1968.0,1.0,0.0,36997.0,1.0,1.0,177.0,72.0,42.99999999999997,4.0,12.0,8.0,-3.552713678800501e-15,27.0,5.0,2.0,0.9999999999999998,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.22824752,0.014942748
1975.0,3.0,1.0,56559.0,0.0,1.0,142.0,46.0,226.0,22.0,133.0,41.0,31.0,31.0,3.0,4.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.33453912,8.765414e-09
1964.0,1.0,1.0,63404.0,0.0,2.0,639.0,97.0,734.0,26.0,70.0,11.0,44.0,17.000000000000004,2.0,6.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.9831716,2.0358114e-17
1983.0,1.0,1.0,69520.0,0.0,0.0,325.0,95.0,627.0,120.00000000000003,414.0,121.0,80.0,93.0,1.0,9.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.23232149,3.708145e-11
1952.0,2.0,0.0,64831.0,1.0,1.0,299.0,51.0,480.0,86.0,249.0,75.0,86.0,144.0,8.0,6.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3661036,0.98201895
1973.0,1.0,1.0,60208.0,1.0,1.0,66.0,13.0,488.0,23.0,71.0,15.0,-3.552713678800501e-15,59.0,11.0,8.0,3.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.76045346,0.19881897
1979.0,2.0,1.0,31086.0,1.0,1.0,264.0,79.0,16.0,2.0,11.0,3.0,-3.552713678800501e-15,16.0,2.0,0.9999999999999996,0.9999999999999998,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.38924512,0.07669805
1956.0,1.0,0.0,91249.0,0.0,0.0,78.00000000000003,84.0,1324.0,27.0,119.0,71.0,108.0,27.0,0.0,7.0,9.0,6.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0.52033883,1.0
1965.0,2.0,1.0,62694.0,1.0,1.0,305.0,29.0,379.0,6.0,157.0,25.0,91.0,91.0,5.0,9.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.10677296,0.9963916
1964.0,1.0,1.0,55761.0,0.0,1.0,600.0,97.0,136.0,1.0,12.0,0.0,3.0,32.0,2.0,4.0,0.9999999999999998,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.070201986,1.1702604e-08
1968.0,1.0,1.0,73455.0,0.0,0.0,433.0,98.0,901.0,61.0,757.0,186.0,163.0,20.0,1.0,6.0,5.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.3482807,4.787228e-09
1955.0,3.0,1.0,46015.0,1.0,1.0,589.0,25.0,38.0,0.0,2.0,0.0,-3.552713678800501e-15,6.0,1.0,0.9999999999999996,0.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.80661213,6.486758e-07
1968.0,3.0,0.0,38236.0,1.0,1.0,397.0,2.0,58.00000000000003,0.0,18.0,2.0,-3.552713678800501e-15,10.0,4.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.082429245,0.065645635
1974.0,2.0,1.0,82584.0,0.0,0.0,295.0,26.0,1076.0,68.0,103.0,29.0,91.0,68.0,1.0,3.0,4.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0.26335093,0.00012431614
1971.0,1.0,1.0,37150.0,1.0,0.0,43.0,80.0,167.0,37.0,64.0,49.0,34.0,116.0,8.0,4.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9576061,0.067178726
1952.0,1.0,0.0,75127.0,0.0,0.0,625.0,92.0,203.0,35.0,305.0,46.0,17.0,227.0,1.0,2.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8696002,1.036788e-05
1966.0,1.0,0.0,70287.0,0.0,0.0,234.0,30.0,295.0,35.0,482.0,121.0,120.0,40.0,1.0,5.0,5.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9820201,0.98971796
1970.0,2.0,1.0,44511.0,1.0,0.0,70.0,39.0,513.0,7.0,133.0,46.0,14.0,13.999999999999996,6.0,8.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7616768,0.06577962
1972.0,1.0,0.0,72504.0,0.0,1.0,237.0,43.0,604.0,26.0,470.0,123.0,161.0,94.0,2.0,5.0,9.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.50421804,6.220953e-06
1967.0,1.0,1.0,77870.0,0.0,1.0,23.0,93.0,1016.9999999999999,50.0,500.0,65.0,50.0,133.0,3.0,5.0,5.0,5.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0.03391695,0.9999976
1956.0,1.0,1.0,90369.0,0.0,0.0,604.0,2.0,292.0,51.0,981.0,224.0,23.0,17.000000000000004,1.0,4.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9117104,2.4799078e-09
1961.0,3.0,0.0,84865.0,0.0,0.0,269.0,1.0,1248.0,16.0,349.0,43.0,16.0,16.0,1.0,2.0,4.0,9.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0.12428409,1.0
1952.0,2.0,1.0,57247.0,0.0,1.0,356.0,50.0,98.99999999999997,4.0,32.0,37.0,54.0,6.0,2.0,2.0,0.9999999999999998,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5471015,6.025095e-14
1963.0,3.0,0.0,48799.0,0.0,1.0,440.0,9.0,174.0,18.0,81.0,28.0,6.0,24.0,3.0,3.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7040729,4.413066e-06
1964.0,1.0,1.0,68142.0,0.0,1.0,30.0,96.0,897.0,126.0,196.0,91.0,112.0,37.0,3.0,10.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7808955,4.7098933e-08
1975.0,1.0,1.0,80144.0,0.0,0.0,406.0,47.0,240.0,132.0,445.0,250.0,192.0,108.0,1.0,3.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.07949289,3.048306e-11
1973.0,3.0,1.0,54222.0,0.0,1.0,548.0,98.0,199.0,12.0,31.0,3.0,12.000000000000002,7.0,1.0,3.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9769916,1.3470524e-14
1949.0,2.0,1.0,48150.0,0.0,1.0,297.0,24.0,173.0,2.0,39.0,3.0,2.0,47.0,3.0,5.0,0.9999999999999998,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7714144,8.124934e-06
1953.0,2.0,1.0,56129.0,0.0,1.0,308.0,65.0,320.0,48.0,133.0,39.0,72.0,48.0,4.0,6.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6961284,2.584472e-09
